year,st,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1988,23,h) 11 to 15,760,809,8502,8343,37,4.431,89,10.659,1485,330,1155,3.955,17.799,1196,533,663,6.389,14.335,289,3.464,28.671,65,68,444
1988,23,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,23,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,23,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,23,l) Left Censored,8616,11947,282464,278653,570,4.721,824,6.825,37297,6863,30434,2.463,13.385,29776,8696,21080,3.121,10.686,7521,2.699,21.371,465,470,2977
1988,24,a) 0,9649,9757,62082,31041,9757,200,X,X,62082,62082,X,200,200,X,X,X,X,X,62082,200,X,X,X,X
1988,24,b) 1,7160,7329,70209,69200,73,0.867,2248,26.709,21141,1264,19877,1.827,30.551,18992,12209,6783,17.643,27.445,2149,3.105,54.89,1858,1863,10781
1988,24,c) 2,6424,6583,58421,59622,266,3.76,1250,17.668,13180,1780,11400,2.986,22.106,15617,7851,7766,13.168,26.194,-2437,-4.087,44.212,992,996,6004
1988,24,d) 3,5744,5959,55781,57242,226,3.586,914,14.501,11875,1644,10231,2.872,20.745,14912,6660,8252,11.635,26.051,-3037,-5.306,41.491,747,753,5938
1988,24,e) 4,4571,4759,51414,52921,207,4.155,653,13.107,9561,1269,8292,2.398,18.067,12615,6084,6531,11.496,23.837,-3054,-5.771,36.133,524,524,4225
1988,24,f) 5,3579,3770,39220,40173,163,4.156,468,11.931,6778,779,5999,1.939,16.872,8687,3335,5352,8.302,21.624,-1909,-4.752,33.744,370,381,2577
1988,24,g) 6 to 10,13041,13876,172980,173483,557,3.898,1385,9.692,30697,5665,25032,3.265,17.695,31719,11048,20671,6.368,18.284,-1022,-0.589,35.389,1031,1048,8589
1988,24,h) 11 to 15,2360,2730,37870,38810,108,3.872,227,8.138,5790,1091,4699,2.811,14.919,7753,1438,6315,3.705,19.977,-1963,-5.058,29.838,157,164,731
1988,24,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,24,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,24,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,24,l) Left Censored,27534,42966,1199927,1197788,2766,6.415,3071,7.122,173723,59378,114345,4.957,14.504,167793,40003,127790,3.34,14.009,5930,0.495,28.017,1352,1444,11680
1988,25,a) 0,13652,13773,80235,40118,13773,200,X,X,80235,80235,X,200,200,X,X,X,X,X,80235,200,X,X,X,X
1988,25,b) 1,10871,11027,97742,100886,71,0.565,3152,25.081,22607,647,21960,0.641,22.408,28773,14544,14229,14.416,28.52,-6166,-6.112,44.817,2510,2519,12190
1988,25,c) 2,9173,9380,87197,88666,372,3.694,1755,17.425,18646,2501,16145,2.821,21.029,21779,9857,11922,11.117,24.563,-3133,-3.533,42.059,1399,1404,8325
1988,25,d) 3,7559,7771,73706,76778,319,3.888,1187,14.467,15694,3401,12293,4.43,20.441,21641,11636,10005,15.155,28.186,-5947,-7.746,40.882,953,960,6266
1988,25,e) 4,6363,6603,65413,66401,269,3.882,921,13.292,12396,1654,10742,2.491,18.668,14558,6321,8237,9.519,21.924,-2162,-3.256,37.337,722,738,5219
1988,25,f) 5,5085,5301,58103,59792,227,4.118,651,11.808,9491,1714,7777,2.867,15.873,12883,4860,8023,8.128,21.546,-3392,-5.673,31.747,527,528,3240
1988,25,g) 6 to 10,19426,20548,261457,263223,841,3.987,1930,9.15,42906,6550,36356,2.488,16.3,46514,15916,30598,6.047,17.671,-3608,-1.371,32.601,1400,1431,10878
1988,25,h) 11 to 15,3491,3913,68652,69845,178,4.451,350,8.752,8130,1953,6177,2.796,11.64,10544,3167,7377,4.534,15.096,-2414,-3.456,23.28,233,239,1811
1988,25,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,25,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,25,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,25,l) Left Censored,46246,64979,2029615,2030269,3103,4.716,4729,7.188,266509,68443,198066,3.371,13.127,266851,74621,192230,3.675,13.144,-342,-0.017,26.254,2367,2477,23622
1988,26,a) 0,15421,15645,92638,46319,15645,200,X,X,92638,92638,X,200,200,X,X,X,X,X,92638,200,X,X,X,X
1988,26,b) 1,12088,12366,94746,96490,80,0.567,3551,25.182,23971,1046,22925,1.084,24.843,27187,14734,12453,15.27,28.176,-3216,-3.333,49.686,2869,2884,12623
1988,26,c) 2,10761,11076,98576,101931,416,3.488,2119,17.766,20468,2642,17826,2.592,20.08,27057,11946,15111,11.72,26.544,-6589,-6.464,40.161,1671,1684,9837
1988,26,d) 3,8910,9261,78257,79912,389,3.974,1443,14.743,15786,2357,13429,2.95,19.754,18891,7718,11173,9.658,23.64,-3105,-3.886,39.509,1159,1166,6391
1988,26,e) 4,8296,8735,79588,80809,399,4.39,1107,12.18,15558,3132,12426,3.876,19.253,17864,6954,10910,8.606,22.107,-2306,-2.854,38.506,900,906,5646
1988,26,f) 5,6414,6755,63897,65520,286,4.075,813,11.584,10699,1904,8795,2.906,16.329,13958,5414,8544,8.263,21.304,-3259,-4.974,32.659,622,632,4418
1988,26,g) 6 to 10,24891,26937,281185,285333,1176,4.248,2671,9.648,48400,11862,36538,4.157,16.963,56728,18467,38261,6.472,19.881,-8328,-2.919,33.925,1957,1977,14948
1988,26,h) 11 to 15,4563,5219,58867,59421,216,4.057,425,7.983,9039,1760,7279,2.962,15.212,10071,3333,6738,5.609,16.949,-1032,-1.737,30.424,288,292,2075
1988,26,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,26,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,26,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,26,l) Left Censored,55712,83487,2351069,2370705,4027,4.764,6122,7.242,280065,78572,201493,3.314,11.814,322476,98651,223825,4.161,13.603,-42411,-1.789,23.627,2776,2999,29688
1988,27,a) 0,8054,8190,46979,23490,8190,200,X,X,46979,46979,X,200,200,X,X,X,X,X,46979,200,X,X,X,X
1988,27,b) 1,6090,6227,52291,54341,40,0.558,1929,26.898,13539,621,12918,1.143,24.915,17523,11327,6196,20.844,32.247,-3984,-7.332,49.83,1533,1542,10107
1988,27,c) 2,5603,5789,52000,54436,230,3.694,1106,17.761,10137,1867,8270,3.43,18.622,15137,5507,9630,10.116,27.807,-5000,-9.185,37.244,894,903,4687
1988,27,d) 3,4819,5028,42616,43776,187,3.504,803,15.049,7994,853,7141,1.949,18.261,10212,4862,5350,11.107,23.328,-2218,-5.067,36.522,663,669,4069
1988,27,e) 4,4544,4785,39665,41172,176,3.509,638,12.719,6690,1091,5599,2.65,16.249,9655,4586,5069,11.139,23.451,-2965,-7.202,32.498,487,491,3742
1988,27,f) 5,3353,3544,34736,35333,163,4.425,442,11.999,6216,1195,5021,3.382,17.593,7548,2555,4993,7.231,21.362,-1332,-3.77,35.185,329,329,2033
1988,27,g) 6 to 10,13620,14669,147468,149110,577,3.808,1540,10.165,24213,4818,19395,3.231,16.238,27597,10574,17023,7.091,18.508,-3384,-2.269,32.477,1148,1178,7738
1988,27,h) 11 to 15,2572,2914,37323,37894,124,4.137,291,9.708,5916,2075,3841,5.476,15.612,7004,2079,4925,5.486,18.483,-1088,-2.871,31.224,208,213,1560
1988,27,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,27,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,27,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,27,l) Left Censored,30989,44712,1255361,1244903,2271,5.039,2985,6.623,168622,50626,117996,4.067,13.545,148218,45873,102345,3.685,11.906,20404,1.639,23.812,1481,1547,14320
1988,28,a) 0,4034,4076,23129,11565,4076,200,X,X,23129,23129,X,200,200,X,X,X,X,X,23129,200,X,X,X,X
1988,28,b) 1,2965,3008,22151,23508,16,0.438,1302,35.661,6585,1313,5272,5.585,28.012,9068,6799,2269,28.923,38.575,-2483,-10.563,56.025,1077,1079,5961
1988,28,c) 2,2561,2628,21653,22180,123,4.272,626,21.74,4131,585,3546,2.638,18.625,5195,2907,2288,13.107,23.423,-1064,-4.797,37.251,513,514,2373
1988,28,d) 3,2296,2335,18627,19068,117,4.688,439,17.588,4425,781,3644,4.096,23.206,5215,2766,2449,14.506,27.349,-790,-4.143,46.413,329,336,2374
1988,28,e) 4,2520,2560,17431,17621,103,3.831,360,13.39,3263,388,2875,2.202,18.518,3594,1631,1963,9.256,20.397,-331,-1.878,37.036,281,283,1310
1988,28,f) 5,1640,1740,12898,13762,81,4.459,234,12.882,2343,385,1958,2.798,17.025,3999,1881,2118,13.668,29.058,-1656,-12.033,34.05,171,172,1470
1988,28,g) 6 to 10,6786,7283,72230,72194,365,4.863,811,10.805,12747,3401,9346,4.711,17.657,12719,4672,8047,6.471,17.618,28,0.039,35.236,592,603,3876
1988,28,h) 11 to 15,1379,1491,14170,14556,76,4.918,185,11.97,2400,677,1723,4.651,16.489,3238,1585,1653,10.889,22.246,-838,-5.757,32.977,116,119,542
1988,28,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,28,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,28,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,28,l) Left Censored,14991,22078,499663,496910,1162,5.193,1756,7.848,64400,20885,43515,4.203,12.96,58862,16761,42101,3.373,11.846,5538,1.114,23.691,831,858,5061
1988,29,a) 0,10046,10126,51252,25626,10126,200,X,X,51252,51252,X,200,200,X,X,X,X,X,51252,200,X,X,X,X
1988,29,b) 1,7707,7875,60866,63037,51,0.554,2717,29.507,15163,558,14605,0.885,24.054,19410,11520,7890,18.275,30.791,-4247,-6.737,48.108,2228,2238,9600
1988,29,c) 2,6700,6895,61742,63757,260,3.438,1593,21.067,12821,2273,10548,3.565,20.109,16982,7748,9234,12.152,26.636,-4161,-6.526,40.218,1285,1297,6663
1988,29,d) 3,5714,5926,55680,56452,270,4.274,1053,16.668,11153,2368,8785,4.195,19.757,12625,5712,6913,10.118,22.364,-1472,-2.608,39.514,861,870,4852
1988,29,e) 4,5634,5848,42559,44227,258,4.23,761,12.476,7810,1232,6578,2.786,17.659,11111,3683,7428,8.328,25.123,-3301,-7.464,35.318,598,603,3075
1988,29,f) 5,3962,4174,40069,40817,196,4.514,532,12.252,6906,1631,5275,3.996,16.92,8295,3016,5279,7.389,20.323,-1389,-3.403,33.839,425,430,2466
1988,29,g) 6 to 10,15482,16765,167382,169504,691,4,1710,9.899,27650,5186,22464,3.06,16.312,31882,10592,21290,6.249,18.809,-4232,-2.497,32.625,1297,1328,7923
1988,29,h) 11 to 15,2958,3339,37873,39229,143,4.196,281,8.245,6418,1810,4608,4.614,16.36,8960,3546,5414,9.039,22.84,-2542,-6.48,32.721,192,194,1248
1988,29,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,29,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,29,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,29,l) Left Censored,34894,52018,1354642,1353982,2886,5.499,3806,7.253,176870,49374,127496,3.647,13.063,175174,55243,119931,4.08,12.938,1696,0.125,25.875,1806,1873,16066
1988,30,a) 0,1967,1991,10145,5073,1991,200,X,X,10145,10145,X,200,200,X,X,X,X,X,10145,200,X,X,X,X
1988,30,b) 1,1510,1529,9259,9734,10,0.551,580,31.974,2068,131,1937,1.346,21.246,2931,1793,1138,18.421,30.112,-863,-8.866,42.492,437,440,1473
1988,30,c) 2,1291,1314,8485,8968,45,3.117,304,21.06,1676,194,1482,2.163,18.689,2574,1204,1370,13.426,28.702,-898,-10.013,37.377,227,227,1016
1988,30,d) 3,1103,1123,7543,7969,55,4.572,215,17.872,1620,152,1468,1.907,20.329,2570,915,1655,11.482,32.25,-950,-11.921,40.658,164,164,789
1988,30,e) 4,1127,1166,6281,6574,46,3.681,213,17.047,1158,131,1027,1.993,17.616,1725,815,910,12.398,26.242,-567,-8.626,35.232,146,147,565
1988,30,f) 5,914,946,6097,6221,56,5.682,135,13.699,1147,199,948,3.199,18.439,1382,583,799,9.372,22.217,-235,-3.778,36.878,105,105,470
1988,30,g) 6 to 10,3680,3877,27435,27875,190,4.745,445,11.112,5119,980,4139,3.516,18.364,6023,2680,3343,9.615,21.608,-904,-3.243,36.729,332,334,2074
1988,30,h) 11 to 15,797,866,7073,7300,38,4.246,96,10.726,885,166,719,2.274,12.123,1313,532,781,7.288,17.986,-428,-5.863,24.247,63,63,357
1988,30,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,30,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,30,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,30,l) Left Censored,6702,9116,123613,126693,362,3.899,701,7.549,14048,2757,11291,2.176,11.088,20369,6980,13389,5.509,16.078,-6321,-4.989,22.177,390,400,2260
1988,31,a) 0,2876,2927,15824,7912,2927,200,X,X,15824,15824,X,200,200,X,X,X,X,X,15824,200,X,X,X,X
1988,31,b) 1,2108,2137,15357,15524,15,0.607,685,27.71,3641,173,3468,1.114,23.454,3896,2395,1501,15.428,25.097,-255,-1.643,46.908,541,543,2034
1988,31,c) 2,1958,2010,17860,18026,66,3.037,392,18.04,4080,968,3112,5.37,22.635,4384,2054,2330,11.395,24.321,-304,-1.686,45.269,317,323,1819
1988,31,d) 3,1825,1872,13888,13702,67,3.394,271,13.728,2938,324,2614,2.365,21.442,2502,1194,1308,8.714,18.26,436,3.182,36.52,211,211,956
1988,31,e) 4,1986,2059,13997,14137,91,4.292,213,10.047,2602,664,1938,4.697,18.406,2952,1162,1790,8.22,20.882,-350,-2.476,36.813,171,171,982
1988,31,f) 5,1389,1455,12809,12534,56,3.685,185,12.175,2398,467,1931,3.726,19.133,1875,729,1146,5.816,14.96,523,4.173,29.92,139,140,537
1988,31,g) 6 to 10,5659,6015,50836,50744,262,4.242,584,9.456,8898,2165,6733,4.267,17.535,8651,2924,5727,5.762,17.048,247,0.487,34.097,438,440,2216
1988,31,h) 11 to 15,1154,1289,11642,11336,46,3.47,119,8.978,2110,611,1499,5.39,18.614,1479,589,890,5.196,13.048,631,5.567,26.095,87,87,467
1988,31,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,31,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,31,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,31,l) Left Censored,13977,19056,387700,384339,808,4.196,1213,6.299,49785,10620,39165,2.763,12.953,43196,13794,29402,3.589,11.239,6589,1.714,22.478,658,683,4838
1988,32,a) 0,2964,2995,22513,11257,2995,200,X,X,22513,22513,X,200,200,X,X,X,X,X,22513,200,X,X,X,X
1988,32,b) 1,2136,2189,20577,20089,23,0.896,779,30.347,7572,154,7418,0.767,37.693,6662,3923,2739,19.529,33.163,910,4.53,66.327,628,628,3246
1988,32,c) 2,1681,1730,19964,20476,62,3.264,401,21.111,4392,242,4150,1.182,21.45,5364,2445,2919,11.941,26.197,-972,-4.747,42.9,322,323,1944
1988,32,d) 3,1314,1373,13637,14873,67,4.549,267,18.126,3059,502,2557,3.375,20.567,5400,3230,2170,21.717,36.307,-2341,-15.74,41.135,212,212,2971
1988,32,e) 4,1239,1285,13755,14138,81,5.978,221,16.31,3506,676,2830,4.781,24.798,4211,2138,2073,15.122,29.785,-705,-4.987,49.597,170,177,1848
1988,32,f) 5,980,1042,13776,13711,58,5.333,149,13.701,2809,431,2378,3.144,20.488,2805,1167,1638,8.512,20.459,4,0.029,40.918,122,122,1085
1988,32,g) 6 to 10,4263,4572,64535,65085,261,5.553,517,11,13149,2092,11057,3.214,20.203,14344,4263,10081,6.55,22.039,-1195,-1.836,40.406,382,388,3449
1988,32,h) 11 to 15,675,723,17875,16991,39,5.317,60,8.18,3358,175,3183,1.03,19.763,1638,369,1269,2.172,9.64,1720,10.123,19.281,36,36,189
1988,32,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,32,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,32,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,32,l) Left Censored,5903,8828,282984,281093,725,8.214,721,8.169,51955,14157,37798,5.036,18.483,48468,19702,28766,7.009,17.243,3487,1.241,34.485,295,304,2562
1988,33,a) 0,3710,3720,19332,9666,3720,200,X,X,19332,19332,X,200,200,X,X,X,X,X,19332,200,X,X,X,X
1988,33,b) 1,2943,2971,20230,20365,15,0.434,981,28.402,5851,278,5573,1.365,28.731,6075,3862,2213,18.964,29.831,-224,-1.1,57.463,815,815,3297
1988,33,c) 2,2509,2575,21697,22469,114,4.078,555,19.853,4369,560,3809,2.492,19.445,5939,2859,3080,12.724,26.433,-1570,-6.988,38.89,456,458,2552
1988,33,d) 3,1925,1985,17528,17705,86,4.081,331,15.706,4077,1112,2965,6.281,23.027,4405,2002,2403,11.308,24.88,-328,-1.853,46.055,277,277,1727
1988,33,e) 4,1599,1648,14124,14831,66,3.831,216,12.536,2260,276,1984,1.861,15.238,3655,1127,2528,7.599,24.644,-1395,-9.406,30.477,168,168,926
1988,33,f) 5,1160,1190,11633,11857,52,4.228,132,10.732,1886,158,1728,1.333,15.906,2326,755,1571,6.368,19.617,-440,-3.711,31.812,104,105,653
1988,33,g) 6 to 10,4262,4477,46854,47888,165,3.569,458,9.906,7765,1711,6054,3.573,16.215,9776,3069,6707,6.409,20.414,-2011,-4.199,32.43,342,345,2185
1988,33,h) 11 to 15,796,864,9965,10060,37,4.2,71,8.059,1479,340,1139,3.38,14.702,1689,450,1239,4.473,16.789,-210,-2.087,29.404,51,51,319
1988,33,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,33,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,33,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,33,l) Left Censored,7940,11038,306519,303115,640,5.759,790,7.109,43982,10589,33393,3.493,14.51,37106,12003,25103,3.96,12.242,6876,2.268,24.483,403,418,4308
1988,34,a) 0,18604,18739,93426,46713,18739,200,X,X,93426,93426,X,200,200,X,X,X,X,X,93426,200,X,X,X,X
1988,34,b) 1,14079,14233,106662,108354,75,0.455,4569,27.725,28511,738,27773,0.681,26.313,31505,18953,12552,17.492,29.076,-2994,-2.763,52.626,3686,3691,15362
1988,34,c) 2,12231,12470,105144,107431,565,4.211,2458,18.321,21669,3807,17862,3.544,20.17,26209,11590,14619,10.788,24.396,-4540,-4.226,40.34,1993,1999,9788
1988,34,d) 3,10055,10264,81460,82468,439,4.038,1652,15.197,19623,4629,14994,5.613,23.795,21741,9050,12691,10.974,26.363,-2118,-2.568,47.589,1293,1297,6795
1988,34,e) 4,8543,8804,84728,85961,389,4.231,1169,12.715,15397,1903,13494,2.214,17.912,17986,5622,12364,6.54,20.923,-2589,-3.012,35.823,922,923,4364
1988,34,f) 5,7226,7435,69035,71688,279,3.601,906,11.693,12806,1545,11261,2.155,17.864,18234,6028,12206,8.409,25.435,-5428,-7.572,35.727,706,711,4945
1988,34,g) 6 to 10,27449,28538,290663,291361,1078,3.663,2864,9.731,52632,10672,41960,3.663,18.064,54282,17494,36788,6.004,18.63,-1650,-0.566,36.128,2199,2215,13360
1988,34,h) 11 to 15,5064,5466,61907,64211,201,3.575,514,9.142,9905,1701,8204,2.649,15.426,14670,5031,9639,7.835,22.847,-4765,-7.421,30.851,351,385,3513
1988,34,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,34,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,34,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,34,l) Left Censored,59520,81124,2285250,2300697,3832,4.665,5860,7.134,305346,88192,217154,3.833,13.272,335916,94391,241525,4.103,14.601,-30570,-1.329,26.544,3262,3351,28145
1988,35,a) 0,3045,3095,16078,8039,3095,200,X,X,16078,16078,X,200,200,X,X,X,X,X,16078,200,X,X,X,X
1988,35,b) 1,2186,2249,17948,19721,13,0.484,888,33.054,3737,109,3628,0.553,18.949,7309,4562,2747,23.133,37.062,-3572,-18.113,37.899,712,714,3837
1988,35,c) 2,2033,2070,16519,16913,93,4.11,478,21.127,4064,845,3219,4.996,24.03,4861,2555,2306,15.107,28.742,-797,-4.712,48.059,387,388,2194
1988,35,d) 3,1668,1744,13982,14298,102,5.452,356,19.027,3070,764,2306,5.343,21.472,3758,1816,1942,12.701,26.283,-688,-4.812,42.943,264,265,1479
1988,35,e) 4,1642,1685,11952,12515,97,5.39,326,18.116,2517,576,1941,4.603,20.113,3619,1756,1863,14.032,28.918,-1102,-8.806,40.225,251,256,1395
1988,35,f) 5,1325,1399,11633,11906,79,5.349,235,15.911,2428,459,1969,3.855,20.393,2986,1410,1576,11.843,25.08,-558,-4.687,40.786,182,186,1176
1988,35,g) 6 to 10,5012,5373,47298,49074,295,5.283,717,12.84,8570,1844,6726,3.758,17.463,12027,4496,7531,9.162,24.508,-3457,-7.044,34.927,519,530,3577
1988,35,h) 11 to 15,952,1099,9563,9726,61,5.429,110,9.791,1491,389,1102,4,15.33,1837,392,1445,4.03,18.888,-346,-3.557,30.66,71,71,277
1988,35,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,35,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,35,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,35,l) Left Censored,8647,12677,252647,253042,732,5.692,1098,8.538,37822,10375,27447,4.1,14.947,38607,13249,25358,5.236,15.257,-785,-0.31,29.894,518,547,4633
1988,36,a) 0,39232,39414,207520,103760,39414,200,X,X,207520,207520,X,200,200,X,X,X,X,X,207520,200,X,X,X,X
1988,36,b) 1,29785,30170,281406,284998,150,0.431,9361,26.918,60803,2279,58524,0.8,21.335,67175,38501,28674,13.509,23.57,-6372,-2.236,42.669,7632,7635,32892
1988,36,c) 2,26134,26508,205220,212506,1042,3.635,5355,18.682,44815,5547,39268,2.61,21.089,59195,32198,26997,15.152,27.856,-14380,-6.767,42.178,4403,4420,27488
1988,36,d) 3,21935,22459,180215,185637,922,3.856,3820,15.978,35263,5606,29657,3.02,18.996,46064,20507,25557,11.047,24.814,-10801,-5.818,37.991,3092,3105,16189
1988,36,e) 4,18881,19422,167434,166087,832,4.069,2886,14.113,38477,3560,34917,2.143,23.167,36376,15775,20601,9.498,21.902,2101,1.265,43.804,2324,2330,12833
1988,36,f) 5,16128,16611,153177,158554,682,3.902,2415,13.818,27238,3699,23539,2.333,17.179,37834,18089,19745,11.409,23.862,-10596,-6.683,34.358,1923,1939,15476
1988,36,g) 6 to 10,57520,59951,605967,622812,2222,3.568,6889,11.061,101167,14571,86596,2.34,16.244,133918,39331,94587,6.315,21.502,-32751,-5.259,32.487,5421,5475,30812
1988,36,h) 11 to 15,10295,11275,139308,141460,362,3.105,1129,9.684,21595,5431,16164,3.839,15.266,26051,7622,18429,5.388,18.416,-4456,-3.15,30.532,812,828,4892
1988,36,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,36,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,36,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,36,l) Left Censored,132700,177484,4932033,4968680,7304,4.044,13559,7.507,634572,138852,495720,2.795,12.771,705573,185967,519606,3.743,14.2,-71001,-1.429,25.543,8099,8356,55997
1988,37,a) 0,13545,13783,80086,40043,13783,200,X,X,80086,80086,X,200,200,X,X,X,X,X,80086,200,X,X,X,X
1988,37,b) 1,9814,10061,76608,78191,106,0.905,3411,29.12,20243,1119,19124,1.431,25.889,23099,13482,9617,17.243,29.542,-2856,-3.653,51.779,2782,2787,11446
1988,37,c) 2,8788,9110,69975,71271,411,4.171,1898,19.262,15685,2260,13425,3.171,22.008,18282,8749,9533,12.276,25.651,-2597,-3.644,44.015,1516,1521,7005
1988,37,d) 3,7511,7803,60121,61119,404,4.884,1341,16.212,12814,2316,10498,3.789,20.966,14882,7193,7689,11.769,24.349,-2068,-3.384,41.931,1036,1037,5904
1988,37,e) 4,8985,9234,66174,67632,329,3.436,1009,10.539,11822,1666,10156,2.463,17.48,14674,5276,9398,7.801,21.697,-2852,-4.217,34.96,754,754,4184
1988,37,f) 5,5213,5664,52994,54082,253,4.319,642,10.958,9582,1859,7723,3.437,17.718,11660,4811,6849,8.896,21.56,-2078,-3.842,35.435,466,486,3798
1988,37,g) 6 to 10,18837,20369,222409,222799,898,4.291,2011,9.61,40066,11303,28763,5.073,17.983,40580,12287,28293,5.515,18.214,-514,-0.231,35.966,1484,1517,8847
1988,37,h) 11 to 15,3402,3911,52618,51627,159,3.97,347,8.664,9542,1995,7547,3.864,18.483,7507,2594,4913,5.025,14.541,2035,3.942,29.082,229,236,1456
1988,37,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,37,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1988,37,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
